1 1     29.003200531006
2 1     -0.168010935187
2 2      0.808127939701
3 1      0.000000000000
3 2      0.000000000000
3 3      2.528731107712
4 1      0.000000000000
4 2     -0.000000000000
4 3     -0.000000000000
4 4      2.528731107712
5 1     -0.000000000000
5 2      0.000000000000
5 3      0.000000000000
5 4     -0.000000000000
5 5      2.528731107712
6 1     -0.008416383527
6 2      0.070517376065
6 3      0.147090911865
6 4      0.114920012653
6 5     -0.000000000000
6 6      0.760031878948
7 1     -0.008416383527
7 2      0.070517376065
7 3     -0.147090911865
7 4      0.114920012653
7 5     -0.000000000000
7 6     -0.003979868721
7 7      0.760031878948
