1 1    -61.580596923828
2 1     -7.410821914673
2 2    -10.009071350098
3 1      0.000000000000
3 2      0.000000000000
3 3     -9.987550735474
4 1     -0.014473835938
4 2     -0.176890254021
4 3      0.000000000000
4 4     -9.944043159485
5 1      0.000000000000
5 2      0.000000000000
5 3     -0.000000000000
5 4      0.000000000000
5 5     -9.875876426697
6 1     -1.231685876846
6 2     -2.977227210999
6 3     -1.822241067886
6 4     -1.471788287163
6 5      0.000000000000
6 6     -5.300202846527
7 1     -1.231685876846
7 2     -2.977227210999
7 3      1.822241067886
7 4     -1.471788287163
7 5      0.000000000000
7 6     -1.067165970802
7 7     -5.300202846527
